,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
6403,34.26945,-118.78148,sh0Mi5_A5hGfEBvRy13KCQ,Man held for allegedly stabbing worshipper near mosque,2016-12-12 19:16:54,Crime,moderate,"(34.269449999999999, -118.78148)",4,Los Angeles,1.0
6473,33.85844,-84.3402,Pj3VUKbA5hG7qyHRy13KCQ,"Intruder raises alarm, causes lock down",2016-12-12 20:05:23,Infrastructure,medium,"(33.858440000000002, -84.340199999999996)",9,Atlanta,1.0
6478,36.20124,37.16117,5psTVqfA5hGIsyHRy13KCQ,Syrian military says it controls 98% of east Aleppo,2016-12-12 20:12:41,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
6506,35.0,105.0,KhKGZqbA5hGsdSHRy13KCQ,Japan protests against China's claims of dangerous conduct by fighter jets,2016-12-12 20:05:59,Other,moderate,"(35.0, 105.0)",4,Tianshui,1.0
6572,41.85003,-87.65005,8pQiu6bA5hG3yqcCZNc2RA,Eppley flights canceled by Midwest snowstorm,2016-12-12 20:08:21,Other,moderate,"(41.850029999999997, -87.650049999999993)",4,Chicago,1.0
6593,41.01384,28.94966,xF5ETafA5hGl56UCZNc2RA,Kurdish Armed Group Assumes Responsibility for Istanbul Double Attack,2016-12-12 20:12:26,Physical Threats,high,"(41.013840000000002, 28.949659999999998)",16,İstanbul,1.0
6609,37.566,126.9784,eASu7afA5hG3ohnRy13KCQ,South Korea PM to be briefed on state affairs as Park impeached,2016-12-12 20:16:56,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4,Seoul,1.0
6636,37.566,126.9784,xGivzafA5hGz3yDRy13KCQ,Creativity or dirty commercialism? Absolut Vodka Korea cashes in on anti-president protest,2016-12-12 20:16:02,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4,Seoul,1.0
6654,30.0,70.0,mHigTqfA5hG2+R_Ry13KCQ,Pakistan army chief Bajwa removes ISI leader in major military reshuffle,2016-12-12 20:12:29,Geopolitical,medium,"(30.0, 70.0)",9,Multān,1.0
6657,13.08784,80.27847,GKvwVafA5hGFBR_Ry13KCQ,"Flights, trains cancelled between Chennai and Bengaluru as cyclone Vardah intensifies",2016-12-12 20:12:41,Other,medium,"(13.08784, 80.278469999999999)",9,Chennai,1.0
6665,30.06263,31.24967,HGUQpafA5hGGiiHRy13KCQ,Coptic Christian bomb attack victims’ grief-stricken relatives carry coffins of loved ones’ killed in Cairo blast,2016-12-12 20:14:54,Physical Threats,medium,"(30.062629999999999, 31.249670000000002)",9,Cairo,1.0
6666,36.20124,37.16117,nNs0qKfA5hGGiiHRy13KCQ,Islamic State on backfoot as Syrian army in 'final stages' to retake Aleppo,2016-12-12 20:14:59,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
6704,37.566,126.9784,NFAbFKjA5hGsDR_Ry13KCQ,South Korea PM to be briefed on state affairs as Park impeached,2016-12-12 20:18:00,Geopolitical,moderate,"(37.566000000000003, 126.97839999999999)",4,Seoul,1.0
6705,45.43168,-84.992,VqRAFKjA5hGeIB_Ry13KCQ,12 Guests Injured as Major Fire Closes Michigan Ski Resort,2016-12-12 20:18:00,Natural Disaster,medium,"(45.43168, -84.992000000000004)",9,Milwaukee,1.0
6787,1.25,32.5,cCrRza7A5hG4jZMCZNc2RA,Uganda: Uganda Gets Shs417 Billion for Electricity,2016-12-12 21:06:09,Other,moderate,"(1.25, 32.5)",4,Kampala,1.0
6792,10.52641,7.43879,4ODktq7A5hGAOQjRy13KCQ,"El-Rufai, Shehu Sani disagree over attack on constituency office",2016-12-12 21:05:30,Infrastructure,moderate,"(10.52641, 7.4387899999999991)",4,Kaduna,1.0
6810,30.06263,31.24967,TuFk167A5hGZeQvRy13KCQ,"Prayers in much-loved Egyptian church, then carnage: Coptic Christians tell how bomb ‘destroyed’ churchgoers",2016-12-12 21:06:25,Physical Threats,moderate,"(30.062629999999999, 31.249670000000002)",4,Cairo,1.0
6833,42.33704,-71.20922,5hXnVa_A5hGLBZMCZNc2RA,A power outage affects emergency responders,2016-12-12 21:09:57,Infrastructure,moderate,"(42.337040000000002, -71.209220000000002)",4,Boston,1.0
6834,36.20124,37.16117,pJ9aWa_A5hGLBZMCZNc2RA,"Over 13,000 Civilians Evacuated From Aleppo Regions in 24 Hours",2016-12-12 21:10:03,Infrastructure,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
6875,27.0,30.0,9JoSl6_A5hGxY5QCZNc2RA,Egypt mourns 25 Christians killed in massive church bombing,2016-12-12 21:11:46,Physical Threats,medium,"(27.0, 30.0)",9,Asyūţ,1.0
6898,35.46756,-97.51643,+Dtkr6_A5hGqpwnRy13KCQ,Celtics received bomb threat on flight to Oklahoma City,2016-12-12 21:12:27,Physical Threats,moderate,"(35.467559999999999, -97.51643)",4,Oklahoma City,1.0
6904,35.68536,139.75309,fsZJfLDA5hG4JQnRy13KCQ,Japan protests China over jet interference claim,2016-12-12 21:18:11,Other,moderate,"(35.685359999999996, 139.75308999999999)",4,Tokyo,1.0
6906,56.0,-4.0,mlv9gLDA5hG4JQnRy13KCQ,"Warning to wash hands, not poultry, to avoid food poisoning",2016-12-12 21:18:19,Public Health,moderate,"(56.0, -4.0)",4,Preston,1.0
6978,11.09826,12.76417,8CufXLfA5hG6AwrRy13KCQ,Buratai charges troops to finish-off Boko Haram,2016-12-12 22:07:24,Physical Threats,moderate,"(11.09826, 12.76417)",4,Maiduguri,1.0
7074,35.68536,139.75309,KNqL8rfA5hGW5wvRy13KCQ,Japan denies Chinese claim of dangerous fighter-jet conduct,2016-12-12 22:11:36,Geopolitical,moderate,"(35.685359999999996, 139.75308999999999)",4,Tokyo,1.0
7158,1.25,32.5,wNaic7jA5hGLsgrRy13KCQ,Uganda: Army Says King Mumbere Has Camps in DR Congo,2016-12-12 22:15:12,Other,moderate,"(1.25, 32.5)",4,Kampala,1.0
7185,13.08784,80.27847,hqFuNbjA5hG5zArRy13KCQ,Cyclone Vardah: Rail and air services affected in Chennai,2016-12-12 22:13:28,Other,moderate,"(13.08784, 80.278469999999999)",4,Chennai,1.0
7194,35.0,105.0,AG8pebjA5hG2EgjRy13KCQ,"Woman in China kills 4 daughters, wounds another with kitchen knife",2016-12-12 22:15:22,Physical Threats,moderate,"(35.0, 105.0)",4,Tianshui,1.0
7204,36.20124,37.16117,zNCpW7nA5hGXRwjRy13KCQ,Syrian army moves closer to complete recapture of Aleppo,2016-12-12 22:21:42,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9,Aleppo,1.0
7214,0.31628,32.58219,muBHvbjA5hGReZQCZNc2RA,Uganda: 'Women in Big Offices Beating Up Husbands',2016-12-12 22:17:16,Physical Threats,moderate,"(0.31628000000000001, 32.582190000000004)",4,Kampala,1.0
7228,35.0,105.0,yAaedrnA5hGaJ5ICZNc2RA,Kenya: Conspiracy against travellers going upcountry for Christmas,2016-12-12 22:22:27,Crime,moderate,"(35.0, 105.0)",4,Tianshui,1.0
7268,36.20124,37.16117,3Fvod7nA5hG9QAnRy13KCQ,"13k+ civilians freed from E. Aleppo in 24 hours, 700 fighters lay down arms – Russian Def Min",2016-12-12 22:22:29,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
7325,36.20124,37.16117,JCqFprnA5hGLWZMCZNc2RA,Syrian forces retake 90 percent of eastern Aleppo: Monitor,2016-12-12 22:23:47,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
7346,36.20124,37.16117,MBBFlbnA5hGZcAnRy13KCQ,Sidelined in Syria: US Irked by 'Success of Moscow and Damascus in Aleppo',2016-12-12 22:23:18,Other,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
7348,13.08784,80.27847,jM5YqLnA5hG7BQnRy13KCQ,LIVE: Cyclone Vardah expected to make landfall between 2 pm to 5 pm in Chennai,2016-12-12 22:23:50,Other,moderate,"(13.08784, 80.278469999999999)",4,Chennai,1.0
7351,36.20124,37.16117,dqGoyLnA5hGrdwnRy13KCQ,Rebel forces down to final few districts in east Aleppo,2016-12-12 22:24:44,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
7363,39.76,-98.5,ViXF6LnA5hGqEAjRy13KCQ,Generic copy of Roche flu pill Tamiflu hits US market,2016-12-12 22:25:38,Public Health,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
7375,39.76,-98.5,Hjxk1LnA5hGGhgvRy13KCQ,Trump targets Lockheed Martin's F-35 fighter jet costs,2016-12-12 22:25:04,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
7381,36.20124,37.16117,BJfl5LnA5hGz6AvRy13KCQ,"Syrian Observatory: Over 10,000 civilians flee east Aleppo in 24 hours",2016-12-12 22:25:32,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
7382,36.20124,37.16117,Xtk45rnA5hG8uAvRy13KCQ,Syrian army takes Aleppo district under intense bombardment,2016-12-12 22:25:34,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
7384,36.20124,37.16117,3pmw7LnA5hGjcwvRy13KCQ,Syrian Observatory: Syrian army in control of 90 percent of areas held by militants in Aleppo,2016-12-12 22:25:45,Geopolitical,high,"(36.201240000000006, 37.161169999999998)",16,Aleppo,1.0
7386,5.33333,102.0,En1k_rnA5hGpAQvRy13KCQ,'Pyan' and 'Rambai' captivate at sending-off for 14th Agong,2016-12-12 22:26:15,Other,moderate,"(5.3333300000000001, 102.0)",4,Kota Bharu,1.0
7388,39.76,-98.5,9rFOBbrA5hGNmQvRy13KCQ,"Trump in War of Words with Intelligence Officials, Amid Disagreement Over Russian Hacking",2016-12-12 22:26:26,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
7413,-6.21462,106.84513,IHVWVrrA5hGlmwrRy13KCQ,Police name terrorist suspects in Jakarta bombing plot,2016-12-12 22:28:42,Physical Threats,moderate,"(-6.21462, 106.84513000000001)",4,Jakarta,1.0
7455,27.0,30.0,ZoUwir_A5hGeeAjRy13KCQ,"Iran Condemns Terrorist Attacks in Somalia, Egypt",2016-12-12 23:05:57,Physical Threats,moderate,"(27.0, 30.0)",4,Asyūţ,1.0
7486,36.20124,37.16117,QjW3mr_A5hGU+wvRy13KCQ,Syrian government seizes another Aleppo district: Monitor,2016-12-12 23:06:24,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
7488,36.5,127.75,0JTr6sDA5hGH_5ICZNc2RA,S. Korean Military to Replace Computer Vaccine System,2016-12-12 23:15:48,Geopolitical,moderate,"(36.5, 127.75)",4,Cheongju-si,1.0
7526,36.20124,37.16117,VElw2b_A5hGrnQvRy13KCQ,LATEST VIDEO: Syrian Gov't  Forces Pounds Rebel-held Aleppo,2016-12-12 23:08:10,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
7545,30.06667,31.3,WnuAbMHA5hGxKZICZNc2RA,"Sisi participates in funeral for victims of church bombing, Interior Minister vows revenge",2016-12-12 23:19:26,Physical Threats,moderate,"(30.066670000000002, 31.300000000000001)",4,Cairo,1.0
7548,54.75844,-2.69531,DF5xwsfA5hGi6JICZNc2RA,Triggering Article 50 to Endanger Status of EU Migrants Arriving in UK,2016-12-13 00:04:47,Geopolitical,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
7600,36.5,127.75,oDtU98DA5hGKCQrRy13KCQ,Absolut Vodka Used South Korea’s Impeachment Protests in an Ad. People Are Not Happy,2016-12-12 23:16:09,Infrastructure,moderate,"(36.5, 127.75)",4,Cheongju-si,1.0
7602,31.5,34.75,4KK0NcHA5hG+lwrRy13KCQ,Israel awaits arrival of first F-35 fighter jets from US,2016-12-12 23:17:54,Other,moderate,"(31.5, 34.75)",4,Gaza,1.0
7619,36.20124,37.16117,eEQx5MDA5hG1KAjRy13KCQ,Over 13K civilians evacuated from Aleppo regions in 24 hours,2016-12-12 23:15:37,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
7645,36.20124,37.16117,fvRhNMHA5hGeywnRy13KCQ,The Latest: IS detains dozens in Syria's Palmyra,2016-12-12 23:17:52,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
7659,36.20124,37.16117,6CSeK8HA5hGnb5cCZNc2RA,Syrian army seizes Aleppo’s Sheikh Saeed district,2016-12-12 23:17:37,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
7660,36.20124,37.16117,UlWmLsHA5hGOswjRy13KCQ,ISIL recaptures ancient city of Palmyra in Syria,2016-12-12 23:17:42,Geopolitical,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
7677,36.63722,127.48972,YtWSOcHA5hGJigrRy13KCQ,"Crane truck accident leaves 2 workers dead, 2 seriously injured",2016-12-12 23:18:00,Infrastructure,medium,"(36.637219999999999, 127.48971999999999)",9,Cheongju-si,1.0
7678,54.75844,-2.69531,WPDfOsHA5hGKGgrRy13KCQ,Theresa May sets out plan to adopt official definition of anti-Semitism in fight to tackle rise in anti-Jewish attacks,2016-12-12 23:18:03,Other,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
7691,30.0,70.0,bAKiYcHA5hGtC5MCZNc2RA,Pakistan International Airlines grounds ATR fleet after crash,2016-12-12 23:19:08,Other,moderate,"(30.0, 70.0)",4,Multān,1.0
7782,13.07694,80.26417,nC1V_cHA5hGAEAvRy13KCQ,Cyclone Vardah: List of trains cancelled from Chennai,2016-12-12 23:23:29,Natural Disaster,moderate,"(13.076939999999999, 80.264169999999993)",4,Chennai,1.0
7807,51.50853,-0.12574,wtEy68fA5hG3FAjRy13KCQ,Flood-hit London residents forced to be rescued by dinghy as hundreds are evacuated,2016-12-13 00:05:55,Natural Disaster,moderate,"(51.50853, -0.12574000000000002)",4,London,1.0
7838,33.39678,-84.59576,VtneIMjA5hGKOAvRy13KCQ,Wind Advisory,2016-12-13 00:07:25,Other,moderate,"(33.39678, -84.595759999999999)",4,Atlanta,1.0
7918,33.03929,-85.03133,XLVmSMjA5hG+M5cCZNc2RA,LaGrange police investigate report of shots fired at home,2016-12-13 00:08:32,Physical Threats,moderate,"(33.039290000000001, -85.031330000000011)",4,Atlanta,1.0
7927,32.75042,-83.50018,SswGl8_A5hGAn5cCZNc2RA,"Suspect dies, 2 Georgia officers wounded in shooting",2016-12-13 01:00:50,Physical Threats,moderate,"(32.750419999999998, -83.50018)",4,Atlanta,1.0
7966,13.08784,80.27847,HsWUwMjA5hGzXQvRy13KCQ,"Cyclone Vardah Hits Chennai; Petrol Pump Destroyed, Truck Overturns and Trees Uprooted: First ...",2016-12-13 00:11:53,Infrastructure,moderate,"(13.08784, 80.278469999999999)",4,Chennai,1.0
8021,10.0,8.0,NJ7JSdDA5hGjPwjRy13KCQ,"Top Muslim group warns against Christian courts establishment, says it will cause anarchy",2016-12-13 01:05:50,Other,medium,"(10.0, 8.0)",9,Kaduna,1.0
8027,40.27245,-76.90567,alPJ+s_A5hGPGQnRy13KCQ,2 charged in shooting outside Atlantic City casino,2016-12-13 01:03:37,Physical Threats,moderate,"(40.272449999999999, -76.905670000000001)",4,Baltimore,1.0
8037,39.76,-98.5,wNYvktDA5hGwQwnRy13KCQ,Kissinger met by protesters in Oslo,2016-12-13 01:07:51,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
8067,35.22709,-80.84313,rIxG2dDA5hGmewvRy13KCQ,"Man stabbed to death in south Charlotte, CMPD says",2016-12-13 01:09:51,Crime,moderate,"(35.227090000000004, -80.843130000000002)",4,Charlotte,1.0
8133,35.68536,139.75309,xowjv9DA5hG_IJ4CZNc2RA,Japan Lodges Protest Against China's Claims Concerning Air Incident Near Okinawa,2016-12-13 01:09:07,Other,moderate,"(35.685359999999996, 139.75308999999999)",4,Tokyo,1.0
8147,43.76325,-65.32355,+u9QqdHA5hGnSJ4CZNc2RA,Snowfall warnings prompt some school closures and delays,2016-12-13 01:15:40,Other,moderate,"(43.763249999999999, -65.323549999999997)",4,Halifax,1.0
8157,54.75844,-2.69531,xqLCXtHA5hGBzgjRy13KCQ,Theresa May trouser row: Nicky Morgan slapped down by Tory grandee for 'trivialising Brexit debate',2016-12-13 01:13:35,Infrastructure,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
8395,39.76,-98.5,ZL_j9mrC5hGHZAnRy13KCQ,US says 75% of ISIS fighters killed,2016-12-15 02:05:34,Crime,extreme,"(39.759999999999998, -98.5)",25,Wichita,1.0
8461,32.75041,-86.75026,pIsRPeLA5hGtB5cCZNc2RA,Can Peace and Protest Co-Exist in the Age of Ferguson?,2016-12-13 03:14:20,Physical Threats,moderate,"(32.750409999999995, -86.750259999999997)",4,Atlanta,1.0
8545,13.08784,80.27847,jl5iPNrA5hGGuAvRy13KCQ,"Two dead, more than 15,000 evacuated as cyclone hits southeast India",2016-12-13 02:17:02,Geopolitical,medium,"(13.08784, 80.278469999999999)",9,Chennai,1.0
8558,35.0,38.0,OJTQluHA5hGSrgvRy13KCQ,Pope Francis Expresses Sympathy with Syria in Letter Delivered to President Assad,2016-12-13 03:09:41,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
8563,45.47723,-75.70164,GgKX7+DA5hG5zJ0CZNc2RA,"Up to 15 cm of snow makes Ottawa, Gatineau a winter wonderland",2016-12-13 03:05:00,Public Health,moderate,"(45.477229999999999, -75.701639999999998)",4,Ottawa,1.0
8593,12.983288,80.163277,nm42ltzA5hG3wwjRy13KCQ,Operations resume at Chennai Airport following Cyclone Vardah - Update,2016-12-13 00:00:00,riskline_7,moderate,"(12.983288, 80.163277000000008)",4,Ambattūr,1.0
8740,39.0,35.0,BGg4IOLA5hGTWp0CZNc2RA,Turkey bombing: 235 people detained in anti-terrorism raids,2016-12-13 03:13:31,Physical Threats,moderate,"(39.0, 35.0)",4,Kayseri,1.0
8916,39.0,35.0,jLnhcerA5hGw9wjRy13KCQ,Turkish economy contracts amid instability,2016-12-13 04:13:04,Geopolitical,moderate,"(39.0, 35.0)",4,Kayseri,1.0
8989,39.76,-98.5,ODsk0vHA5hGHbJcCZNc2RA,The Plot Against America and the Terror of the Unforeseen: Part Three,2016-12-13 05:05:52,Physical Threats,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
9018,36.20124,37.16117,Uujmz_HA5hG4+Z4CZNc2RA,"Syria liberates Aleppo, militants leave last holdouts",2016-12-13 05:05:48,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9,Aleppo,1.0
9020,30.06263,31.24967,hCyUAfLA5hGjy54CZNc2RA,4 Arrested in Deadly Cairo Church Bombing,2016-12-13 05:07:12,Physical Threats,medium,"(30.062629999999999, 31.249670000000002)",9,Cairo,1.0
9023,54.75844,-2.69531,pGpHDvLA5hGFuZ4CZNc2RA,Official Anti-Semitism Definition by Britain Amid Rise in Anti-Jewish Attacks,2016-12-13 05:07:33,Crime,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
9024,35.00427,36.15867,UuSyFvLA5hG6dZ4CZNc2RA,"In A Pro-Assad Stronghold, Security Comes At A Heavy Price",2016-12-13 05:07:47,Natural Disaster,moderate,"(35.004269999999998, 36.158670000000001)",4,Ḩamāh,1.0
9042,36.20124,37.16117,hK9as_HA5hG18grRy13KCQ,"URGENT: 100,000 Civilians Leave Aleppo City, Over 2,200 Terrorists Surrender",2016-12-13 05:05:01,Physical Threats,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
9048,54.75844,-2.69531,dt9hKvLA5hGp+J0CZNc2RA,No password is ever complex enough for today's hackers,2016-12-13 05:08:20,Other,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
9052,60.10867,-113.64258,LtQ1zfHA5hG6ywrRy13KCQ,"Sold! One-of-a-kind in Canada cannon fetches almost $7,000",2016-12-13 05:05:44,Geopolitical,moderate,"(60.108669999999996, -113.64258000000001)",4,Edmonton,1.0
9072,36.20124,37.16117,Cl56MfLA5hGlaZ0CZNc2RA,"Militants Lose Control in Aleppo, Seize 2% Only",2016-12-13 05:08:32,Physical Threats,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
9085,36.20124,37.16117,zu7C7vHA5hG0RgnRy13KCQ,French Lawmakers Plan to Visit Aleppo to Advocate Humanitarian Solution,2016-12-13 05:06:40,Other,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
9087,30.06263,31.24967,KiPV8fHA5hG0RgnRy13KCQ,22-year-old suicide bomber carried out Coptic church attack: Al-Sisi,2016-12-13 05:06:45,Physical Threats,medium,"(30.062629999999999, 31.249670000000002)",9,Cairo,1.0
9092,36.20124,37.16117,nDiyFPLA5hG7yAnRy13KCQ,Syrian govt gains more ground in eastern Aleppo,2016-12-13 05:07:44,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
9101,36.20124,37.16117,tguWKvLA5hGU1QrRy13KCQ,Assad forces nearing win in Aleppo as battle reaches 'final stages',2016-12-13 05:08:21,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
9105,32.0,53.0,4rzXPfLA5hG85ArRy13KCQ,Netanyahu wants to end Iran nuclear accord,2016-12-13 05:08:53,Geopolitical,moderate,"(32.0, 53.0)",4,Yazd,1.0
9193,32.0,53.0,Vp7OYfrA5hGv8AvRy13KCQ,US-Iran tensions rise as Trump presidency looms,2016-12-13 06:07:09,Geopolitical,moderate,"(32.0, 53.0)",4,Yazd,1.0
9339,33.92752,-118.27813,vjJNePrA5hGGEgvRy13KCQ,Officer involved shooting at South LA gang party wounds one,2016-12-13 06:07:47,Physical Threats,moderate,"(33.927520000000001, -118.27813)",4,Los Angeles,1.0
9341,-0.35817,42.54536,egmHl_rA5hGMDQvRy13KCQ,"At least 4 dead, 10 people wounded in Kismayo blast",2016-12-13 06:08:39,Physical Threats,moderate,"(-0.35816999999999999, 42.545359999999995)",4,Mogadishu,1.0
9342,31.5,34.75,NP1PmfrA5hG1SQvRy13KCQ,Israel confirms first Turkish envoy since 2010,2016-12-13 06:08:42,Geopolitical,moderate,"(31.5, 34.75)",4,Gaza,1.0
9361,54.75844,-2.69531,9ILhj_rA5hGR7ArRy13KCQ,Six held in UK anti-terrorism raids; bomb disposal called in,2016-12-13 06:08:26,Physical Threats,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
9440,36.20124,37.16117,uP7ogQLB5hG1kgnRy13KCQ,The Latest: 'Last distress call' from Aleppo clinic,2016-12-13 07:05:19,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
9577,37.55376,-77.46026,qrGePgTB5hGdQwjRy13KCQ,Richmond Police looking for suspect who robbed pharmacy,2016-12-13 07:17:45,Physical Threats,moderate,"(37.553759999999997, -77.460259999999991)",4,"Washington, D.C.",1.0
9584,34.5624,38.28402,uHlm3QPB5hG4ZwvRy13KCQ,Ministry: Militants broke through into Palmyra using suicide car bombs,2016-12-13 07:15:02,Physical Threats,extreme,"(34.562399999999997, 38.284019999999998)",25,Homs,1.0
9597,33.0,66.0,amHZhQPB5hG1HZECZNc2RA,Dozens Die Every Day As Mines Remain A Challenge,2016-12-13 07:12:35,Infrastructure,medium,"(33.0, 66.0)",9,Kandahār,1.0
9608,33.0,66.0,Mq1ACgTB5hGxgZICZNc2RA,Kabul Warns Regional Countries Against Supporting Militant Groups,2016-12-13 07:16:17,Physical Threats,high,"(33.0, 66.0)",16,Kandahār,1.0
9609,34.5624,38.28402,OuaPFQTB5hGPapICZNc2RA,ISIL Attack on Palmyra Proves Terrorists Must Not Be Given Chance to Recuperate: Russia MoD,2016-12-13 07:16:36,Physical Threats,medium,"(34.562399999999997, 38.284019999999998)",9,Homs,1.0
9692,-42.8825088,147.3281233,Av1DaArB5hG7qZQCZNc2RA,Damaging winds warning issued for Tasmania,2016-12-13 00:00:00,riskline_5,moderate,"(-42.882508799999997, 147.32812329999999)",4,Melbourne,1.0
9798,32.75042,-83.50018,Nm7EKAvB5hGvAAvRy13KCQ,Russia Consolidates Military Control in Abkhazia as Georgia’s Ruling Party Further Eases Its Resistance,2016-12-13 08:07:15,Geopolitical,medium,"(32.750419999999998, -83.50018)",9,Atlanta,1.0
