,title,critical,predicted
681,Cease-fire deal reached in Aleppo; Russian envoy says military ops finished,1.0,1
682,Russia Says Aleppo Operation has Ended,1.0,1
683,Goodbye messages from Aleppo,1.0,1
690,Syria’s offensive in Aleppo has ended: Russia UN envoy,1.0,1
691,Hundreds gather in London to condemn 'inhumanity' of Aleppo offensive,1.0,1
693,Islamic State claims Cairo cathedral bombing - group's Amaq news agency,0.0,1
697,Islamic State claims Cairo cathedral bombing - group's Amaq news agency,0.0,1
704,Pentagon: Two Paris Attack 'Facilitators' Among Three IS Killed In Syria Air strike,1.0,1
705,Islamic State claim responsibility for Cairo blast,0.0,1
706,Pentagon: 3 ISIS leaders killed in airstrike,1.0,1
709,Syria to evacuate Aleppo in surrender deal,1.0,1
711,White House silent on possible sanctions against Russian military intelligence,1.0,0
712,Tillerson for US secretary of state,1.0,0
713,Russia's U.N. ambassador says all military action in Syria's eastern Aleppo has ended,1.0,1
714,Cairo cathedral bombing: IS claims responsibility for attack,0.0,1
715,"Turkey to receive 80,000 refugees from Aleppo - deputy prime minister",1.0,1
716,Syrian Rebels To Exit Aleppo As Truce Begins,1.0,1
717,"Russia’s UN envoy says 110,000 civilians evacuated from eastern Aleppo",1.0,1
718,Energy sign two goalies; Laurendi's status unknown,1.0,0
719,"4,000 US troops to be deployed in Poland in 2017: US commander",1.0,0
720,The Cycle of Assassination & War Bottomed in 2014,1.0,0
721,"U.S. to halt some arms sales to Saudi, citing civilian deaths in Yemen campaign | Reuters",1.0,1
722,"U.S. to halt some arms sales to Saudi, citing civilian deaths in Yemen campaign | Reuters",1.0,1
723,"Most infosec teams overwhelmed by security alerts, says report",0.0,1
724,Norovirus Outbreak At Gifford Middle School,0.0,1
728,US Osprey flights in Japan halted after crash,1.0,1
729,Nomura: Ringgit's weakening pattern partly due to US dollar's strength,1.0,0
730,"Filmmaker behind Bergdahl's 'Serial' interviews settles suit with Army, avoids subpoena",1.0,0
731,Islamic State claims Cairo cathedral bombing: group's Amaq news agency,0.0,1
733,Militants in Eastern Aleppo Ask Syrian Army to Leave War-Torn City for Idlib,1.0,1
734,'Battle for Aleppo over' as Russia 'ends operations',1.0,1
736,US Would Welcome Russian-Turkish Brokered Ceasefire in Syria - State Department,1.0,1
737,"Aleppo: rebels give up, battle ends after years of bloodshed",1.0,1
750,Suspected road rage incident leads police to massive weapons arsenal near Montreal,0.0,1
757,Details of $201M Hurricane Matthew and wildfire aid package,0.0,1
759,Escape from hell: Residents flee Aleppo as UN reports civilian slaughter,1.0,1
761,Battle of Aleppo ends after years of bloodshed with rebel withdrawal,1.0,1
762,U.S. strike kills Islamic State militants linked to Paris attacks,1.0,0
764,History of Syrian opposition pullouts,1.0,1
766,Russian researchers to design virtual tour of Palmyra before IS-inflicted damage,0.0,1
769,Russian Federation say Syria army halts Aleppo attacks as rebels cornered,1.0,1
770,Photos: Life for Haitian migrants at the U.S.-Mexico border,1.0,0
771,Two plead guilty in Army Reserve Center weapons theft case,1.0,1
773,CIA out on a limb over allegation Russia meddled in US poll,1.0,0
776,OSHA probing Kansas oil-drilling blast that injured 5,1.0,1
779,Top US spy agency hasn’t embraced CIA hack report,1.0,1
780,US halts some Saudi arms sales over Yemen deaths concerns,1.0,0
781,Christmas travel warning as rail work heads to Shrewsbury,0.0,1
782,"US slows arms shipment, intelligence sharing to Saudi Arabia over Yemen campaign",1.0,1
784,Rebels to evacuate Syria's Aleppo by dawn on Wednesday,1.0,1
786,"After Aleppo cease-fire, rebel and civilian pullout delayed",1.0,1
788,George Osborne DESTROYS Labour party for not supporting Government move to bomb Aleppo,1.0,1
789,We’ve BEEN speaking against violence on womxn’s bodies – is anyone listening?,0.0,1
790,Civilians trapped inside Aleppo post emotional goodbye messages on Aleppo,1.0,1
792,"After Aleppo cease-fire, rebel and civilian pullout delayed",1.0,1
793,Residents of Syria's Aleppo share tormented goodbyes online,1.0,1
794,Cease-fire deal reportedly reached in war-torn Aleppo,1.0,1
795,Cuisinart recalls food processors after blade pieces end up in food,0.0,1
796,WORLD TENSIONS: NATO ships HUNT DOWN Russian submarines ready to STRIKE US & French fleet,1.0,0
797,Syrian rebels prepare to withdraw from Aleppo as truce begins,1.0,1
798,Japan calls on United States to ground Osprey flights after Okinawa crash,1.0,1
799,Pentagon updates war manual to better protect civilians,0.0,1
800,Russia says Aleppo rebels resumed attacks at dawn,1.0,1
802,The U.S. is helping train Iraqi militias historically tied to Iran,1.0,0
803,The U.S. is helping train Iraqi militias historically tied to Iran,1.0,0
804,The U.S. is helping train Iraqi militias historically tied to Iran,1.0,0
805,"East Aleppo council head says civilians, rebels to be evacuated early Wednesday",1.0,1
806,United States grounds Osprey aircraft in Japan after Okinawa crash,1.0,1
807,Canadians slowly becoming aware of human trafficking epidemic,0.0,1
808,Russia tells UN Security Council fighting in eastern Aleppo 'has stopped',1.0,1
809,"What’s happening in Aleppo is ‘genocide,’ activist claims",1.0,1
810,Russia-backed deal to evacuate thousands of civilians and rebels trapped in Aleppo hits delays amid calls for UN to monitor the pull out,1.0,1
815,‘Bombing resumes in rebel part of Aleppo despite ceasefire’,1.0,1
816,Aleppo: Ceasefire broken as evacuation of civilians delayed,1.0,1
817,The Latest: Russia says Syrian rebels broke cease-fire deal,1.0,1
818,Rebels to evacuate Aleppo in surrender deal as fighting ends,1.0,1
819,Scores of civilians killed in Aleppo attacks in 2 days,1.0,1
820,Syrian army says could declare control of East Aleppo at any moment,1.0,1
821,"Shelling briefly resumes in Syria's east Aleppo - rebels, witness",1.0,1
822,UN said it received reports of least 82 civilians killed,1.0,0
826,"Zika virus can keep growing in infant brains for months after birth,  CDC reports",1.0,1
827,Government targets NIPOST to aid financial inclusion initiatives,0.0,1
828,Increased security screenings planned at Arlington Cemetery,0.0,1
832,Footscray's Little Saigon Market destroyed by fire this morning,0.0,1
833,Abbott warns of 'welfare villages' while praising disability pension crackdown,0.0,1
834,Aleppo ceasefire 'has failed' as attacks halt evacuations,1.0,1
836,Take steps to de-escalate violence in Syria’s Aleppo: Barack Obama,1.0,1
837,"After Aleppo cease-fire, Syrian rebel and civilian pullout delayed",1.0,1
840,China says damage to one China principle would impact peace,1.0,1
841,"61 trains delayed, 21 cancelled due to fog",0.0,1
847,China says damage to ‘one China’ principle threatens peace,1.0,1
849,"'Get us out of here': desperate Aleppo residents fear arrest, death",1.0,1
850,Syria rebels to leave Aleppo under evacuation deal,1.0,1
853,"5 dead, 4 injured in east China plant fire",1.0,1
854,United States grounds Osprey aircraft in Japan after Okinawa crash,1.0,1
855,Take steps to de-escalate violence in Syria’s Aleppo: US President Barack Obama,1.0,1
858,Deadly clashes hit Aleppo as evacuation deal on hold,1.0,1
859,Delays hit Aleppo evacuation following 'pro-regime militia disagreement',1.0,1
860,Popular Chinese Muslim website down after posting letter critical of Xi,1.0,1
861,Jacobson praises cross-border transportation corridor in Nogales speech,1.0,0
863,US military grounds Osprey planes in Japan after crash,1.0,1
864,China military tells Myanmar to ensure border stability,1.0,0
865,Jacobson praises cross-border transportation corridor in Nogales speech,1.0,0
866,Poland: US accelerates deployment of US deterrence troops; US says unit has started moving out of Colorado base,1.0,0
867,"Tillerson to Inherit ‘Politicized’ State Department, Middle East Crises",1.0,0
868,Sri Lanka: US-Lanka military relations in Yahapalanaya,1.0,0
870,Protests held worldwide in solidarity with Aleppo,1.0,1
871,"Syria: Aleppo residents, rebels fighters to evacuate under ceasefire deal",1.0,1
872,"Reversing US-Cuba rapprochement would be harmful, Obama advisor warns",1.0,1
873,"Reversing US-Cuba rapprochement would be harmful, Obama advisor warns",1.0,1
874,"Shelling briefly resumes in Syria's east Aleppo - rebels, witness",1.0,1
876,Syrian rebel says pro-Assad militia obstruct Aleppo evacuation,1.0,1
877,Syrian rebel says pro-Assad militia obstruct Aleppo evacuation,1.0,1
878,Deadly clashes hit Aleppo as evacuation deal on hold,1.0,1
879,"Trump’s national security adviser shared secrets without permission, files show",1.0,1
880,Syrian rebel says pro-Assad militia obstruct Aleppo evacuation,1.0,1
884,"Syrian Observatory: Aleppo evacuation delayed, not clear why",1.0,1
885,Syria rebels and civilians 'obstructed' by pro-Assad Shiite militias from leaving Aleppo,1.0,1
886,Man accused in Somali bomb plot case seeks mental evaluation,1.0,0
887,Assad resumes punishment in rebels' tiny patch of Aleppo,1.0,1
888,Israeli Cybersecurity Startup Morphisec Expands Operations to U.S. with Boston Office,1.0,0
889,"Aleppo battle: Rebels await evacuation, as fighting ends",1.0,1
890,Independence is a ‘dead end’: China warns Taiwan after Donald Trump call,0.0,1
891,"US conduct more airstrikes in East of Afghanistan, 12 ISIS militants killed",1.0,1
893,The Year in Faux Protests,1.0,0
894,J-K govt aid for Burhan's kin will generate more sympathisers in Valley: Defence expert,0.0,1
895,"J&K encounters: Militant killed in Anantnag, Army launches search operations in Sopore",0.0,1
896,Indian-origin student charged with cyber-attacks in US,1.0,1
899,Indian-origin student charged with cyber-attacks in US,1.0,1
900,"Hindus are the most educated group in the US, least educated worldwide",1.0,0
901,2 suspects sought; 1 in custody after attempt to burn 2 patrol cars,1.0,0
902,2 suspects sought; 1 in custody after attempt to burn 2 patrol cars,1.0,0
904,Deadly clashes hit Aleppo as evacuation deal on hold,1.0,1
905,Sydney Harbour Bridge traffic at a standstill following truck crash,0.0,1
906,Philippines’ Duterte says he personally killed people,0.0,1
908,"Despite truce deal, pro-Assad militia disrupting Aleppo evacuation, rebels say",1.0,1
909,Syrian army ‘EXECUTING’ terrified Aleppo citizens and 'leave their corpses in the streets',1.0,1
915,Syrian children killed in gas attack,1.0,1
916,"Aleppo cease-fire founders, threatening evacuation plans",1.0,1
917,WATCH: Residents of Syria's Aleppo share tormented goodbyes online,1.0,1
919,Pentagon updates war manual to better protect civilians,1.0,1
920,The Latest: Syrian activists: Jets resume bombing of Aleppo,1.0,1
921,The Latest: Syrian activists: Jets resume bombing of Aleppo,1.0,1
922,People burning personal possessions ahead of Aleppo evacuation-witness,1.0,1
923,People burning personal possessions ahead of Aleppo evacuation - witness,0.0,1
926,People burning personal possessions ahead of Aleppo evacuation: witness,0.0,1
928,Chinese police release footage of live-streaming ‘hosts’ damaging squad cars,1.0,0
929,Iraqi Shi’ite militia to clear border strip with Syria from ISIS,1.0,0
930,Fears of chemical arms use against IS-held area in Syria,1.0,1
931,Anger erupts over twice-delayed China Southern flight,1.0,1
936,The Latest: Kuwaitis Protest Aleppo Outside Russian Embassy,1.0,1
937,Regime and Shiite militias reportedly attack Aleppo despite truce,1.0,1
938,Evacuation under threat as regime strikes stall Aleppo ceasefire,1.0,1
940,"Aleppo Deal Calls for Evacuation of Civilians, Rebels",1.0,1
941,Renewed rebel shelling kills 7 in Aleppo,1.0,1
943,Aleppo: Ceasefire collapses as evacuation of civilians delayed,1.0,1
944,The Latest: Iran proclaims victory in Syria's Aleppo,1.0,1
945,Landmine explosion injures soldiers in Kasserine governorate,0.0,1
946,Officials warn of possible al-Shabaab attack in Mandera county,0.0,1
955,Further evacuations underway in Aleppo - Update,1.0,1
956,Mass evacuation of rebel-held areas to commence in Aleppo following new ceasefire - Update,1.0,1
962,Evacuation of rebel-held Aleppo delayed,1.0,1
964,Protest in Durban over nuclear deal,0.0,1
967,"Aleppo cease-fire collapses, threatening evacuation plans",1.0,1
969,Residents of east Aleppo anxiously await evacuation,1.0,1
970,"Aleppo cease-fire collapses, threatening evacuation plans",1.0,1
971,"Aleppo cease-fire collapses, threatening evacuation plans",1.0,1
972,Obama waiver for arming rebels in Syria ‘directly related’ to ISIS attack on Palmyra – Assad to RT,1.0,1
973,"Kyocera, Intrepid Networks Join Forces Again to Support Arlington County Police Department's Security Operations During the 41st Marine Corps Marathon",1.0,0
974,Syria civil war: All nations share an obligation to Aleppo,1.0,1
975,Syria civil war: All nations share an obligation to Aleppo,1.0,1
976,Syria civil war: All nations share an obligation to Aleppo,1.0,1
977,Syria civil war: All nations share an obligation to Aleppo,1.0,1
978,US warns 'aggressive' Beijing in South China Sea,1.0,1
979,Evacuation of rebel-held Aleppo delayed,1.0,1
980,"After Aleppo cease-fire, rebel and civilian pullout delayed",1.0,1
981,Confusion over Aleppo rebel evacuation,1.0,1
982,"After Aleppo cease-fire, rebel and civilian pullout delayed",1.0,1
983,US Osprey aircraft crashes off Okinawa coast in Japan,1.0,1
984,"Gazing ahead: Security predictions, Part 3",1.0,0
988,2 suspects sought after they attempted to burn 2 patrol cars,1.0,0
989,Rebel and civilian pullout delayed in Aleppo,1.0,1
990,Rebel and civilian pullout delayed in Aleppo,1.0,1
991,China to penalise US automaker for monopolistic behaviour: China Daily,1.0,1
993,US Osprey Flights In Japan Halted After Crash,1.0,1
994,"Liberation of Aleppo Paves the Way for Syrian Army's 'Offensive on Idlib, Raqqa'",1.0,1
995,Syrian refugees protest at Russian consulate in Greek city,1.0,1
997,Chinese video bloggers will now need licenses to broadcast,1.0,0
998,Flying for less via China: Flood of cheap airfares deals blow to global carriers,1.0,1
999,Flying for less via China: Flood of cheap airfares deals blow to global carriers,1.0,1
1000,Flying for less via China: Flood of cheap airfares deals blow to global carriers,1.0,1
1001,Flying for less via China: Flood of cheap airfares deals blow to global carriers,1.0,1
1002,Aleppo is Liberated From al-Qaeda & Friends as US Government Fumes,1.0,1
1005,United States Grounds Osprey Aircraft in After Okinawa Crash,0.0,1
1007,Over 360 Aleppo Militants Lay Down Arms in 24 Hours - Reconciliation Center,1.0,1
1008,Exclusive - China installs weapons systems on artificial islands: U.S. think tank,1.0,1
1009,‘We’ll be ready to confront’: US warns ‘aggressive’ Beijing in South China Sea,1.0,1
1010,Aleppo: Evacuations delayed but ceasefire gives survivors hope,1.0,1
1011,Aleppo: Shelling and gunfire resumes amid stalled truce,1.0,1
1012,Aleppo: militias prevent civilian evacuation as shelling continues,1.0,1
1013,Aleppo air strikes threaten  evacuation plans,1.0,1
1014,"Aleppo ceasefire is back on track, Syrian rebels claim",1.0,1
1015,"Aleppo ceasefire is back on track, Syrian forces claim",1.0,1
1016,Evacuation of rebel-held Aleppo delayed,1.0,1
1017,US warns 'aggressive' Beijing in South China Sea,1.0,1
